Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
2023-02-22,6.55213,6.55213,6.55213,6.55213
2023-02-23,6.55295,6.55295,6.55295,6.55295
2023-02-24,6.55374,6.55374,6.55374,6.55374
2023-02-27,6.55569,6.55569,6.55569,6.55569
2023-02-28,6.55786,6.55786,6.55786,6.55786
2023-03-01,6.56194,6.56194,6.56194,6.56194
2023-03-02,6.56144,6.56144,6.56144,6.56144
2023-03-03,6.562,6.562,6.562,6.562
2023-03-06,6.55681,6.55681,6.55681,6.55681
2023-03-07,6.5566,6.5566,6.5566,6.5566
2023-03-08,6.55628,6.55628,6.55628,6.55628
2023-03-09,6.5563,6.5563,6.5563,6.5563
2023-03-10,6.55796,6.55796,6.55796,6.55796
2023-03-13,6.55563,6.55563,6.55563,6.55563
2023-03-14,6.55686,6.55686,6.55686,6.55686
2023-03-15,6.55603,6.55603,6.55603,6.55603
2023-03-16,6.55641,6.55641,6.55641,6.55641
2023-03-17,6.55736,6.55736,6.55736,6.55736
2023-03-20,6.55273,6.55273,6.55273,6.55273
2023-03-21,6.55262,6.55262,6.55262,6.55262
2023-03-22,6.55183,6.55183,6.55183,6.55183
2023-03-23,6.55065,6.55065,6.55065,6.55065
2023-03-24,6.55097,6.55097,6.55097,6.55097
2023-03-27,6.54884,6.54884,6.54884,6.54884
2023-03-28,6.5486,6.5486,6.5486,6.5486
2023-03-29,6.54838,6.54838,6.54838,6.54838
2023-03-30,6.54898,6.54898,6.54898,6.54898
2023-03-31,6.55165,6.55165,6.55165,6.55165
2023-04-03,6.56546,6.56546,6.56546,6.56546
2023-04-04,6.56376,6.56376,6.56376,6.56376
2023-04-05,6.56237,6.56237,6.56237,6.56237
2023-04-06,6.56222,6.56222,6.56222,6.56222
2023-04-07,6.56297,6.56297,6.56297,6.56297
2023-04-11,6.5609,6.5609,6.5609,6.5609
2023-04-12,6.56009,6.56009,6.56009,6.56009
2023-04-13,6.56028,6.56028,6.56028,6.56028
2023-04-14,6.55991,6.55991,6.55991,6.55991
2023-04-17,6.55858,6.55858,6.55858,6.55858
2023-04-18,6.558,6.558,6.558,6.558
2023-04-19,6.55793,6.55793,6.55793,6.55793
2023-04-20,6.55851,6.55851,6.55851,6.55851
2023-04-21,6.55995,6.55995,6.55995,6.55995
2023-04-24,6.56473,6.56473,6.56473,6.56473
2023-04-25,6.56562,6.56562,6.56562,6.56562
2023-04-26,6.5676,6.5676,6.5676,6.5676
2023-04-27,6.56855,6.56855,6.56855,6.56855
2023-04-28,6.56911,6.56911,6.56911,6.56911
2023-05-02,6.56664,6.56664,6.56664,6.56664
2023-05-04,6.56396,6.56396,6.56396,6.56396
2023-05-05,6.56572,6.56572,6.56572,6.56572
2023-05-08,6.56161,6.56161,6.56161,6.56161
2023-05-09,6.56144,6.56144,6.56144,6.56144
2023-05-10,6.56093,6.56093,6.56093,6.56093
2023-05-11,6.56366,6.56366,6.56366,6.56366
2023-05-12,6.56639,6.56639,6.56639,6.56639
2023-05-15,6.56601,6.56601,6.56601,6.56601
2023-05-16,6.56773,6.56773,6.56773,6.56773
2023-05-17,6.56986,6.56986,6.56986,6.56986
2023-05-18,6.57193,6.57193,6.57193,6.57193
2023-05-19,6.57403,6.57403,6.57403,6.57403
2023-05-22,6.58105,6.58105,6.58105,6.58105
2023-05-23,6.5831,6.5831,6.5831,6.5831
2023-05-24,6.58561,6.58561,6.58561,6.58561
2023-05-25,6.58766,6.58766,6.58766,6.58766
2023-05-26,6.58809,6.58809,6.58809,6.58809
2023-05-29,6.58872,6.58872,6.58872,6.58872
2023-05-30,6.58654,6.58654,6.58654,6.58654
2023-05-31,6.58841,6.58841,6.58841,6.58841
2023-06-01,6.5886,6.5886,6.5886,6.5886
2023-06-02,6.58913,6.58913,6.58913,6.58913
2023-06-05,6.59032,6.59032,6.59032,6.59032
2023-06-06,6.59106,6.59106,6.59106,6.59106
2023-06-07,6.59163,6.59163,6.59163,6.59163
2023-06-09,6.59307,6.59307,6.59307,6.59307
2023-06-12,6.59858,6.59858,6.59858,6.59858
2023-06-13,6.60015,6.60015,6.60015,6.60015
2023-06-14,6.60167,6.60167,6.60167,6.60167
2023-06-15,6.60318,6.60318,6.60318,6.60318
2023-06-16,6.60479,6.60479,6.60479,6.60479
2023-06-19,6.6094,6.6094,6.6094,6.6094
2023-06-20,6.61066,6.61066,6.61066,6.61066
2023-06-21,6.61179,6.61179,6.61179,6.61179
2023-06-22,6.61318,6.61318,6.61318,6.61318
2023-06-23,6.61427,6.61427,6.61427,6.61427
2023-06-26,6.61343,6.61343,6.61343,6.61343
2023-06-27,6.61462,6.61462,6.61462,6.61462
2023-06-28,6.61481,6.61481,6.61481,6.61481
2023-06-29,6.61508,6.61508,6.61508,6.61508
2023-06-30,6.61846,6.61846,6.61846,6.61846
2023-07-03,6.64232,6.64232,6.64232,6.64232
2023-07-04,6.64426,6.64426,6.64426,6.64426
2023-07-05,6.64517,6.64517,6.64517,6.64517
2023-07-06,6.64707,6.64707,6.64707,6.64707
2023-07-07,6.64928,6.64928,6.64928,6.64928
